Date,Close/Last,Target_Close_Next_Day,Daily_Return
2024-03-18,173.8,171.32,10.230000000000018
2024-03-19,171.32,175.66,-2.480000000000018
2024-03-20,175.66,172.82,4.340000000000003
2024-03-21,172.82,170.83,-2.8400000000000034
2024-03-22,170.83,172.63,-1.989999999999981
2024-03-25,172.63,177.67,1.799999999999983
2024-03-26,177.67,179.83,5.039999999999992
2024-03-27,179.83,175.79,2.160000000000025
2024-03-28,175.79,175.22,-4.0400000000000205
2024-04-01,175.22,166.63,-0.5699999999999932
2024-04-02,166.63,168.38,-8.590000000000003
2024-04-03,168.38,171.11,1.75
2024-04-04,171.11,164.9,2.730000000000018
2024-04-05,164.9,172.98,-6.210000000000008
2024-04-08,172.98,176.88,8.079999999999984
2024-04-09,176.88,171.76,3.9000000000000057
2024-04-10,171.76,174.6,-5.1200000000000045
2024-04-11,174.6,171.05,2.8400000000000034
2024-04-12,171.05,161.48,-3.549999999999983
2024-04-15,161.48,157.11,-9.570000000000022
2024-04-16,157.11,155.45,-4.369999999999976
2024-04-17,155.45,149.93,-1.660000000000025
2024-04-18,149.93,147.05,-5.519999999999982
2024-04-19,147.05,142.05,-2.8799999999999955
2024-04-22,142.05,144.68,-5.0
2024-04-23,144.68,162.13,2.6299999999999955
2024-04-24,162.13,170.18,17.44999999999999
2024-04-25,170.18,168.29,8.050000000000011
2024-04-26,168.29,194.05,-1.8900000000000148
2024-04-29,194.05,183.28,25.76000000000002
2024-04-30,183.28,179.99,-10.77000000000001
2024-05-01,179.99,180.01,-3.289999999999992
2024-05-02,180.01,181.19,0.0199999999999818
2024-05-03,181.19,184.76,1.1800000000000068
2024-05-06,184.76,177.81,3.569999999999993
2024-05-07,177.81,174.72,-6.949999999999989
2024-05-08,174.72,171.97,-3.0900000000000034
2024-05-09,171.97,168.47,-2.75
2024-05-10,168.47,171.89,-3.5
2024-05-13,171.89,177.55,3.4199999999999875
2024-05-14,177.55,173.99,5.660000000000025
2024-05-15,173.99,174.84,-3.5600000000000023
2024-05-16,174.84,177.46,0.8499999999999943
2024-05-17,177.46,174.95,2.6200000000000045
2024-05-20,174.95,186.6,-2.5100000000000198
2024-05-21,186.6,180.11,11.650000000000006
2024-05-22,180.11,173.74,-6.489999999999981
2024-05-23,173.74,179.24,-6.3700000000000045
2024-05-24,179.24,176.75,5.5
2024-05-28,176.75,176.19,-2.490000000000009
2024-05-29,176.19,178.79,-0.5600000000000023
2024-05-30,178.79,178.08,2.5999999999999943
2024-05-31,178.08,176.29,-0.7099999999999795
2024-06-03,176.29,174.77,-1.7900000000000205
2024-06-04,174.77,175.0,-1.5199999999999818
2024-06-05,175.0,177.94,0.2299999999999897
2024-06-06,177.94,177.48,2.9399999999999977
2024-06-07,177.48,173.79,-0.4600000000000079
2024-06-10,173.79,170.66,-3.6899999999999977
2024-06-11,170.66,177.29,-3.1299999999999955
2024-06-12,177.29,182.47,6.629999999999996
2024-06-13,182.47,178.01,5.180000000000007
2024-06-14,178.01,187.44,-4.460000000000008
2024-06-17,187.44,184.86,9.430000000000009
2024-06-18,184.86,181.57,-2.579999999999984
2024-06-20,181.57,183.01,-3.2900000000000205
2024-06-21,183.01,182.58,1.4399999999999975
2024-06-24,182.58,187.35,-0.4299999999999784
2024-06-25,187.35,196.37,4.769999999999982
2024-06-26,196.37,197.42,9.02000000000001
2024-06-27,197.42,197.88,1.049999999999983
2024-06-28,197.88,209.86,0.4600000000000079
2024-07-01,209.86,231.26,11.980000000000018
2024-07-02,231.26,246.39,21.399999999999977
2024-07-03,246.39,251.52,15.129999999999995
2024-07-05,251.52,252.94,5.130000000000024
2024-07-08,252.94,262.33,1.4199999999999875
2024-07-09,262.33,263.26,9.389999999999986
2024-07-10,263.26,241.03,0.9300000000000068
2024-07-11,241.03,248.23,-22.22999999999999
2024-07-12,248.23,252.64,7.199999999999989
2024-07-15,252.64,256.56,4.409999999999997
2024-07-16,256.56,248.5,3.920000000000016
2024-07-17,248.5,249.23,-8.060000000000002
2024-07-18,249.23,239.2,0.7299999999999898
2024-07-19,239.2,251.51,-10.03
2024-07-22,251.51,246.38,12.310000000000002
2024-07-23,246.38,215.99,-5.129999999999996
2024-07-24,215.99,220.25,-30.389999999999983
2024-07-25,220.25,219.8,4.259999999999991
2024-07-26,219.8,232.1,-0.4499999999999886
2024-07-29,232.1,222.62,12.299999999999985
2024-07-30,222.62,232.07,-9.47999999999999
2024-07-31,232.07,216.86,9.449999999999989
2024-08-01,216.86,207.67,-15.20999999999998
2024-08-02,207.67,198.88,-9.190000000000026
2024-08-05,198.88,200.64,-8.789999999999992
2024-08-06,200.64,191.76,1.759999999999991
2024-08-07,191.76,198.84,-8.879999999999995
2024-08-08,198.84,200.0,7.0800000000000125
2024-08-09,200.0,197.49,1.1599999999999966
2024-08-12,197.49,207.83,-2.509999999999991
2024-08-13,207.83,201.38,10.340000000000003
2024-08-14,201.38,214.14,-6.450000000000017
2024-08-15,214.14,216.12,12.759999999999993
2024-08-16,216.12,222.72,1.9800000000000184
2024-08-19,222.72,221.1,6.599999999999994
2024-08-20,221.1,223.27,-1.6200000000000043
2024-08-21,223.27,210.66,2.170000000000016
2024-08-22,210.66,220.32,-12.610000000000014
2024-08-23,220.32,213.21,9.659999999999997
2024-08-26,213.21,209.21,-7.109999999999985
2024-08-27,209.21,205.75,-4.0
2024-08-28,205.75,206.28,-3.460000000000008
2024-08-29,206.28,214.11,0.5300000000000011
2024-08-30,214.11,210.6,7.8300000000000125
2024-09-03,210.6,219.41,-3.5100000000000198
2024-09-04,219.41,230.17,8.810000000000002
2024-09-05,230.17,210.73,10.759999999999993
